@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R3-25,27-76,78-87,89-96,98-151,153-162,164-167,169-186'

@attribute color_bgr_b_mean numeric
@attribute color_bgr_g_mean numeric
@attribute color_lab_a_mean numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_b_intensity2 numeric
@attribute haralick_bgr_b_contrast numeric
@attribute haralick_luv_uv_contrast numeric
@attribute lbph_bgr_g_entropy numeric
@attribute lbph_bgr_r_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.379279,-0.269628,-0.00674,-0.955158,-0.502008,-0.894461,-0.730675,0.799091,0.449332,ULCER
-0.551005,-0.461965,-0.016626,-0.972066,-0.534137,-0.936163,-0.856888,0.485585,0.26666,ULCER
-0.281852,-0.183348,-0.10678,-0.983626,-0.46988,-0.885432,-0.794486,0.711239,0.372884,ULCER
-0.643758,-0.646202,-0.084808,-0.967961,-0.429719,-0.958253,-0.903316,0.799176,-0.023016,ULCER
-0.465302,-0.433865,0.228669,-0.911583,-0.502008,-0.947434,-0.798931,0.628907,0.092481,ULCER
-0.354239,-0.216889,-0.144902,-0.977698,-0.493976,-0.909648,-0.779919,0.619218,0.116414,ULCER
-0.689837,-0.669641,-0.055994,-0.939046,-0.502008,-0.917988,-0.821418,0.883545,0.301198,ULCER
0.094295,0.072687,-0.182418,-0.992086,-0.381526,-0.80935,-0.866702,0.678952,-0.255468,ULCER
-0.472198,-0.397854,0.022356,-0.957355,-0.493976,-0.901951,-0.813497,0.797986,0.381924,ULCER
-0.635566,-0.600541,-0.069703,-0.988147,-0.477912,-0.936311,-0.898695,0.910572,0.30005,ULCER
-0.607189,-0.616491,-0.006542,-0.902719,-0.421687,-0.881425,-0.800911,0.86836,0.459472,ULCER
-0.440327,-0.390044,-0.056355,-0.97395,-0.46988,-0.868291,-0.756684,0.857605,0.24344,ULCER
-0.29625,-0.254399,-0.141163,-0.992088,-0.389558,-0.845905,-0.639536,0.764524,0.02688,ULCER
-0.18197,-0.095056,-0.168903,-0.996809,-0.429719,-0.808567,-0.877528,0.717487,-0.173316,ULCER
-0.543444,-0.522347,-0.064942,-0.968005,-0.437751,-0.85107,-0.789601,0.895884,0.339497,ULCER
-0.507512,-0.360683,-0.151927,-0.988683,-0.534137,-0.952397,-0.874755,0.779772,0.186681,ULCER
-0.66478,-0.639714,0.009859,-0.947263,-0.493976,-0.920119,-0.885317,0.844042,0.261503,ULCER
-0.523238,-0.471694,-0.075758,-0.967262,-0.437751,-0.832924,-0.801395,0.751239,0.30862,ULCER
-0.510584,-0.519684,-0.127666,-0.959473,-0.429719,-0.862333,-0.902612,0.795056,0.033782,ULCER
-0.664817,-0.696942,-0.124689,-0.933037,-0.445783,-0.836428,-0.802451,0.888899,0.416644,ULCER
-0.522774,-0.440722,-0.032785,-0.982695,-0.518072,-0.935845,-0.880828,0.787236,0.248997,ULCER
-0.501853,-0.417246,-0.148265,-0.991963,-0.518072,-0.944745,-0.786785,0.80529,0.39919,ULCER
-0.636979,-0.606997,-0.029757,-0.956853,-0.46988,-0.823607,-0.831056,0.902997,0.118779,ULCER
-0.378327,-0.363486,-0.114103,-0.986623,-0.437751,-0.882824,-0.803507,0.845218,0.254063,ULCER
-0.371011,-0.28227,-0.077792,-0.971157,-0.485944,-0.904788,-0.851035,0.68689,0.282704,ULCER
-0.608343,-0.64493,-0.20077,-0.963752,-0.405622,-0.928969,-0.840782,0.781455,0.128386,ULCER
-0.504839,-0.477955,0.070545,-0.91781,-0.493976,-0.862774,-0.786301,0.731731,0.365815,ULCER
-0.550972,-0.511179,-0.039554,-0.978195,-0.477912,-0.852567,-0.865778,0.887227,0.351766,ULCER
-0.692297,-0.721422,-0.125959,-0.91305,-0.421687,-0.922814,-0.849187,0.864897,0.291242,ULCER
-0.432999,-0.377374,-0.019584,-0.974483,-0.437751,-0.90406,-0.801923,0.839547,0.274807,ULCER
-0.098776,0.087425,-0.249643,-0.986609,-0.46988,-0.872008,-0.785684,0.669978,0.338375,ULCER
-0.549463,-0.547878,0.189817,-0.975996,-0.493976,-0.951502,-0.937862,0.647355,0.347963,NON_ULCER
-0.4849,-0.477563,0.107265,-0.994658,-0.485944,-0.990846,-0.965014,0.654418,-0.275409,NON_ULCER
-0.350799,-0.30819,0.173359,-0.986891,-0.485944,-0.918715,-0.908377,0.842968,0.409116,NON_ULCER
-0.193606,-0.131717,0.180322,-0.980186,-0.493976,-0.950577,-0.826479,0.551628,0.218018,NON_ULCER
-0.187864,-0.044245,0.076958,-0.981873,-0.502008,-0.983923,-0.914494,0.524819,0.112708,NON_ULCER
-0.138176,-0.025317,0.108919,-0.99599,-0.477912,-0.975799,-0.916166,0.657065,0.184216,NON_ULCER
-0.199374,0.053314,-0.121371,-0.997465,-0.518072,-0.986289,-0.944023,0.503829,-0.007643,NON_ULCER
-0.540378,-0.523334,0.13106,-0.994355,-0.51004,-0.969832,-0.96365,0.831344,0.02534,NON_ULCER
-0.37053,-0.382071,0.167988,-0.993538,-0.46988,-0.962571,-0.95344,0.795447,-0.069958,NON_ULCER
-0.005113,0.208042,-0.213186,-0.995711,-0.429719,-0.838875,-0.525425,0.542075,-0.011846,NON_ULCER
-0.552308,-0.519616,0.075286,-0.98284,-0.502008,-0.959769,-0.91621,0.524847,0.627865,NON_ULCER
-0.138795,-0.002569,-0.045116,-0.970885,-0.445783,-0.828746,-0.53207,0.54515,0.204955,NON_ULCER
-0.451962,-0.414015,0.128694,-0.98454,-0.485944,-0.903557,-0.952032,0.792768,0.382559,NON_ULCER
-0.451469,-0.430178,0.18506,-0.987038,-0.493976,-0.928279,-0.938786,0.721265,0.232409,NON_ULCER
-0.215466,-0.062189,0.041127,-0.988327,-0.51004,-0.983772,-0.916254,0.679112,-0.03583,NON_ULCER
-0.30475,-0.23202,0.17505,-0.938173,-0.518072,-0.956005,-0.795454,0.600738,0.446352,NON_ULCER
-0.034207,0.202587,-0.211505,-0.998452,-0.453815,-0.876618,-0.606091,0.577345,-0.118682,NON_ULCER
-0.491861,-0.505767,0.218195,-0.989744,-0.485944,-0.973874,-0.929632,0.7644,0.233622,NON_ULCER
-0.382811,-0.407719,0.189128,-0.988344,-0.461847,-0.962498,-0.947895,0.814566,0.067287,NON_ULCER
-0.494494,-0.478624,0.112445,-0.992173,-0.485944,-0.963381,-0.964178,0.794578,-0.029905,NON_ULCER
-0.189519,-0.049268,0.006124,-0.948849,-0.502008,-0.894979,-0.664312,0.482686,0.126334,NON_ULCER
-0.336536,-0.272187,0.140495,-0.992514,-0.502008,-0.976257,-0.896187,0.302457,0.42443,NON_ULCER
-0.498052,-0.479664,0.085044,-0.995902,-0.485944,-0.980728,-0.935573,0.676857,0.142829,NON_ULCER
-0.238667,-0.027576,-0.090541,-0.989843,-0.518072,-0.989135,-0.924307,0.722397,0.226911,NON_ULCER
-0.409001,-0.399885,0.120542,-0.992921,-0.46988,-0.957318,-0.967083,0.816952,0.018503,NON_ULCER
-0.344051,-0.206788,0.075051,-0.955335,-0.518072,-0.981241,-0.853852,0.421843,0.410593,NON_ULCER
-0.604151,-0.586713,0.024764,-0.968571,-0.493976,-0.93179,-0.900896,0.64708,0.278028,NON_ULCER
-0.360126,-0.36014,0.126539,-0.994468,-0.461847,-0.960387,-0.940854,0.817958,0.024189,NON_ULCER
-0.240584,-0.027688,-0.090763,-0.998386,-0.518072,-0.990922,-0.96497,0.648307,0.00579,NON_ULCER
-0.429672,-0.36702,0.141351,-0.993504,-0.51004,-0.9728,-0.912822,0.627132,0.446508,NON_ULCER
-0.562641,-0.541767,0.0667,-0.991541,-0.485944,-0.963082,-0.937686,0.715512,0.040155,NON_ULCER
-0.347486,-0.230606,0.134344,-0.972893,-0.518072,-0.983812,-0.920303,0.492361,0.182214,NON_ULCER
-0.371399,-0.378148,0.151435,-0.994089,-0.46988,-0.967786,-0.954408,0.747833,-0.009588,NON_ULCER
-0.30702,-0.096927,-0.067303,-0.998149,-0.518072,-0.981758,-0.957225,0.635292,0.074055,NON_ULCER
0.072827,0.110803,-0.115533,-0.984368,-0.429719,-0.861949,-0.833652,0.637199,0.090269,ULCER
-0.727954,-0.735107,0.263653,-0.946091,-0.582329,-0.976416,-0.936585,0.639685,0.028993,ULCER
-0.058211,-0.024547,-0.120512,-0.96199,-0.405622,-0.649858,-0.672938,0.594972,0.581257,ULCER
-0.694008,-0.730448,0.319793,-0.855521,-0.558233,-0.893493,-0.864854,0.745519,0.360704,ULCER
-0.703161,-0.712233,0.487059,-0.874906,-0.574297,-0.929214,-0.874447,0.698965,0.268071,ULCER
-0.235569,-0.137571,-0.014962,-0.963053,-0.461847,-0.936716,-0.802055,0.548318,0.0623,ULCER
-0.718043,-0.701607,0.470289,-0.933366,-0.614458,-0.985582,-0.908993,0.643773,0.183639,ULCER
-0.692348,-0.695361,0.347796,-0.95235,-0.590361,-0.95434,-0.920259,0.816255,0.161508,ULCER
-0.659894,-0.672906,0.458419,-0.957902,-0.542169,-0.967455,-0.89095,0.706462,0.118282,ULCER
-0.323754,-0.356855,0.288165,-0.908458,-0.461847,-0.699111,-0.638964,0.609375,0.317388,ULCER
-0.565471,-0.500429,0.329157,-0.925255,-0.566265,-0.976143,-0.872951,0.090657,-0.369109,ULCER
-0.388223,-0.413946,0.319428,-0.942223,-0.485944,-0.689777,-0.925584,0.692346,-0.180957,ULCER
-0.799491,-0.816942,0.364603,-0.867169,-0.62249,-0.971354,-0.884305,0.468639,0.488344,ULCER
-0.10325,-0.030985,-0.215174,-0.962725,-0.429719,-0.848544,-0.709816,0.512267,0.441475,ULCER
-0.749502,-0.712329,0.499355,-0.904646,-0.646586,-0.975138,-0.928708,0.460062,-0.080371,ULCER
-0.484746,-0.471649,0.344596,-0.975898,-0.550201,-0.967606,-0.923647,0.643155,0.06679,ULCER
-0.597455,-0.601719,0.269092,-0.977113,-0.542169,-0.965788,-0.929544,0.470068,-0.459909,ULCER
0.147317,0.262211,-0.350447,-0.975977,-0.413655,-0.895603,-0.71096,0.673698,0.129478,ULCER
-0.083056,-0.071075,-0.001076,-0.985351,-0.413655,-0.746569,-0.694809,0.814292,0.637293,ULCER
-0.795332,-0.801849,0.318678,-0.814409,-0.670683,-0.915023,-0.868902,0.702633,0.272456,ULCER
-0.878319,-0.877417,0.3424,-0.678401,-0.630522,-0.962493,-0.894074,0.487595,0.3345,ULCER
-0.524684,-0.454551,0.315348,-0.89139,-0.558233,-0.875939,-0.748322,0.30812,-0.000978,ULCER
-0.717278,-0.72696,0.361178,-0.944611,-0.542169,-0.931787,-0.922327,0.587156,0.057657,ULCER
-0.138672,0.052646,-0.190084,-0.964255,-0.502008,-0.943411,-0.72249,0.068557,-0.257095,ULCER
-0.568244,-0.510254,0.265842,-0.958107,-0.542169,-0.958959,-0.889762,0.640448,-0.012645,ULCER
0.047525,0.062651,-0.039067,-0.981955,-0.413655,-0.905027,-0.857636,0.511997,-0.062093,ULCER
-0.086881,0.056921,-0.120453,-0.967974,-0.461847,-0.890663,-0.710784,0.433291,-0.055216,ULCER
-0.74512,-0.741595,0.315405,-0.901305,-0.566265,-0.964449,-0.923603,0.614424,0.042541,ULCER
0.297139,0.419191,-0.417252,-0.981997,-0.413655,-0.866592,-0.678747,0.660554,0.406123,ULCER
-0.561816,-0.549694,0.251184,-0.929544,-0.445783,-0.72481,-0.950184,0.806981,0.010011,ULCER
0.15189,0.259051,-0.295096,-0.974907,-0.405622,-0.900184,-0.669813,0.699852,0.571753,ULCER
-0.446552,-0.401215,0.241937,-0.934708,-0.526104,-0.8379,-0.693533,0.40794,0.202588,ULCER
-0.668324,-0.64602,0.393456,-0.95323,-0.590361,-0.970334,-0.897991,0.657379,0.048079,ULCER
-0.730256,-0.756155,0.237877,-0.870868,-0.558233,-0.923879,-0.893238,0.539847,0.297448,ULCER
0.249269,0.396822,-0.410919,-0.992878,-0.421687,-0.880195,-0.847691,0.679238,0.339488,ULCER
0.005281,0.03658,-0.07532,-0.967283,-0.421687,-0.851215,-0.743657,0.415724,-0.244567,ULCER
-0.618026,-0.597316,0.237911,-0.966173,-0.534137,-0.938551,-0.930821,0.739995,0.165641,ULCER
-0.768333,-0.784373,0.331583,-0.916697,-0.598394,-0.959619,-0.895747,0.682321,0.306992,ULCER
-0.323266,-0.396601,0.243845,-0.951993,-0.405622,-0.962783,-0.909741,0.126768,0.508063,NON_ULCER
-0.130076,-0.185642,0.068986,-0.993769,-0.405622,-0.922261,-0.924704,0.546992,-0.213946,NON_ULCER
0.011576,0.080649,-0.259103,-0.995639,-0.413655,-0.993533,-0.925056,0.384256,0.126872,NON_ULCER
0.194309,0.136871,-0.101952,-0.994662,-0.373494,-0.892093,-0.892886,0.72408,0.027668,NON_ULCER
0.598714,0.561783,-0.273975,-0.991072,-0.35743,-0.887437,-0.902964,0.517362,-0.423931,NON_ULCER
-0.18608,-0.226225,0.091356,-0.980963,-0.421687,-0.951782,-0.923119,0.633415,0.064522,NON_ULCER
-0.637959,-0.695676,0.38399,-0.923375,-0.526104,-0.964744,-0.890466,0.626505,0.39008,NON_ULCER
-0.039877,-0.009418,-0.083798,-0.983442,-0.421687,-0.97285,-0.946223,0.529553,-0.212177,NON_ULCER
-0.118856,-0.147907,0.095314,-0.991162,-0.421687,-0.944237,-0.942042,0.766231,0.116311,NON_ULCER
-0.014383,-0.133328,0.065992,-0.97566,-0.35743,-0.88458,-0.840386,0.388172,0.487032,NON_ULCER
-0.179168,-0.097116,-0.071609,-0.991851,-0.453815,-0.985252,-0.941162,0.06885,0.301746,NON_ULCER
-0.496477,-0.528909,0.45935,-0.914675,-0.526104,-0.888123,-0.805928,0.660113,-0.140668,NON_ULCER
-0.042466,0.004974,-0.093762,-0.988683,-0.429719,-0.940149,-0.91555,0.835347,0.157021,NON_ULCER
-0.502988,-0.591606,0.366353,-0.908769,-0.453815,-0.941809,-0.819262,0.603833,0.425424,NON_ULCER
0.057805,0.125351,-0.286558,-0.997648,-0.405622,-0.992379,-0.923735,0.65612,0.064411,NON_ULCER
0.359072,0.298323,-0.25562,-0.993276,-0.349398,-0.811871,-0.814377,0.665336,0.085613,NON_ULCER
0.102083,0.208713,-0.274444,-0.998621,-0.421687,-0.971057,-0.956565,0.782109,0.208614,NON_ULCER
-0.008898,0.005546,-0.104712,-0.957027,-0.405622,-0.806759,-0.703083,0.513912,-0.0513,NON_ULCER
-0.11534,-0.089536,-0.012845,-0.982367,-0.429719,-0.976593,-0.923515,0.595945,-0.094823,NON_ULCER
-0.139236,-0.097161,-0.059659,-0.985025,-0.437751,-0.971024,-0.921183,0.322651,0.252083,NON_ULCER
-0.368866,-0.387185,0.121853,-0.979157,-0.445783,-0.97928,-0.949128,0.225725,0.044175,NON_ULCER
0.164004,0.220462,-0.298631,-0.996278,-0.39759,-0.954335,-0.912513,0.754443,0.061588,NON_ULCER
0.324776,0.19894,-0.078844,-0.99153,-0.349398,-0.691335,-0.81781,0.724236,0.319536,NON_ULCER
0.10409,0.220968,-0.315017,-0.997952,-0.421687,-0.967352,-0.942042,0.832914,0.103877,NON_ULCER
0.074428,0.148384,-0.338586,-0.998744,-0.405622,-0.992303,-0.962154,0.791263,0.185268,NON_ULCER
-0.459147,-0.504244,0.389935,-0.879555,-0.502008,-0.893319,-0.812925,0.607929,0.115003,NON_ULCER
-0.415392,-0.506475,0.280597,-0.94369,-0.445783,-0.87231,-0.86481,0.663911,0.32778,NON_ULCER
-0.098081,-0.028209,-0.120176,-0.987296,-0.437751,-0.982891,-0.929412,0.041546,0.204828,NON_ULCER
-0.15884,-0.288735,0.143735,-0.972172,-0.373494,-0.891218,-0.853236,0.552313,0.281949,NON_ULCER
-0.571283,-0.638648,0.316939,-0.919807,-0.485944,-0.791081,-0.814421,0.852422,0.436133,NON_ULCER
-0.049631,-0.07846,0.177993,-0.974323,-0.421687,-0.91402,-0.955641,0.127186,-0.634875,NON_ULCER
-0.078557,0.000012,-0.214568,-0.989049,-0.437751,-0.988734,-0.928268,0.297823,0.398145,NON_ULCER
-0.429343,-0.498569,0.22271,-0.962759,-0.429719,-0.921936,-0.930204,0.593641,0.034017,NON_ULCER
-0.400935,-0.499959,0.304453,-0.973365,-0.445783,-0.977662,-0.917442,0.49416,0.323504,NON_ULCER
0.2575,0.209218,-0.095762,-0.992335,-0.373494,-0.889365,-0.873083,0.561009,0.395633,NON_ULCER
-0.53821,-0.601604,0.410403,-0.958693,-0.590361,-0.960929,-0.891874,0.45014,0.310171,NON_ULCER
-0.01261,0.064748,-0.203319,-0.993007,-0.429719,-0.98221,-0.930336,0.618136,0.168266,NON_ULCER
-0.128713,-0.20151,0.142646,-0.987887,-0.405622,-0.936456,-0.933945,0.685181,0.022526,NON_ULCER
-0.515307,-0.427096,-0.320236,-0.973492,-0.485944,-0.895427,-0.84549,0.605676,0.112125,ULCER
0.039116,0.215614,-0.317804,-0.957299,-0.413655,-0.793129,-0.584615,0.751407,0.246442,ULCER
-0.492613,-0.406919,0.365013,-0.958788,-0.493976,-0.953308,-0.666557,0.763134,-0.179603,ULCER
0.045296,0.257643,-0.200779,-0.985344,-0.461847,-0.898834,-0.692169,0.479746,-0.033216,ULCER
-0.480111,-0.409875,0.270318,-0.875802,-0.542169,-0.815264,-0.580434,0.732813,0.482499,ULCER
-0.567103,-0.506993,0.465942,-0.925987,-0.614458,-0.889038,-0.579994,0.784139,0.264719,ULCER
-0.530231,-0.405607,-0.376206,-0.993563,-0.502008,-0.909895,-0.912601,0.405397,-0.023111,ULCER
-0.345213,-0.262733,0.362292,-0.96272,-0.550201,-0.869382,-0.632583,0.668436,0.145378,ULCER
-0.686211,-0.600646,-0.344576,-0.974521,-0.46988,-0.966237,-0.933901,0.584328,0.147642,ULCER
-0.178332,-0.018226,-0.041099,-0.980415,-0.51004,-0.944505,-0.825907,0.232018,0.180238,ULCER
-0.46116,-0.393971,0.546129,-0.956267,-0.566265,-0.800597,-0.357185,0.742303,0.33456,ULCER
-0.643486,-0.537801,-0.344818,-0.985005,-0.526104,-0.976252,-0.930292,0.545573,0.157957,ULCER
-0.519,-0.45498,0.617495,-0.930771,-0.598394,-0.80109,-0.516844,0.79365,0.449802,ULCER
-0.903315,-0.862891,-0.379288,-0.660169,-0.550201,-0.950615,-0.822387,0.617537,0.308968,ULCER
-0.17166,-0.070933,0.138782,-0.962371,-0.502008,-0.829913,-0.491848,0.733346,0.19675,ULCER
-0.970228,-0.954332,-0.495181,0.3585,-0.461847,-0.893148,-0.598037,0.641421,0.338215,ULCER
-0.831353,-0.813948,-0.285127,-0.956562,-0.477912,-0.987277,-0.893986,0.58258,-0.106054,ULCER
-0.879674,-0.854194,-0.292197,-0.758414,-0.51004,-0.921313,-0.811649,0.776475,0.166711,ULCER
-0.768662,-0.759606,-0.31186,-0.905339,-0.39759,-0.867452,-0.604198,0.742184,0.533956,ULCER
-0.684326,-0.62245,-0.383764,-0.989781,-0.477912,-0.905696,-0.922019,0.746677,0.277649,ULCER
-0.701257,-0.568905,-0.236803,-0.970592,-0.574297,-0.826009,-0.733844,0.589755,0.138302,ULCER
-0.93939,-0.929798,-0.486074,-0.502325,-0.502008,-0.953461,-0.947015,0.619818,-0.164006,ULCER
-0.265619,-0.063603,-0.267667,-0.988693,-0.493976,-0.907734,-0.846018,0.262094,0.187069,ULCER
-0.65668,-0.607889,-0.134193,-0.983007,-0.46988,-0.963894,-0.870575,0.555814,0.005449,ULCER
-0.824213,-0.785222,-0.354319,-0.929036,-0.46988,-0.977585,-0.933549,0.702861,0.042299,ULCER
0.091412,0.279624,-0.367621,-0.987706,-0.437751,-0.85491,-0.670473,0.625082,-0.135967,ULCER
-0.773724,-0.749677,-0.346413,-0.971923,-0.445783,-0.948473,-0.905736,0.724755,0.044684,ULCER
-0.864545,-0.839612,-0.379362,-0.864975,-0.518072,-0.966142,-0.921667,0.590651,0.30209,ULCER
-0.819839,-0.720603,-0.177602,-0.966192,-0.606426,-0.931467,-0.826919,0.71119,0.365387,ULCER
-0.882441,-0.880057,-0.399155,-0.894602,-0.373494,-0.944521,-0.909081,0.780829,0.419141,ULCER
-0.578792,-0.451955,-0.21647,-0.978283,-0.542169,-0.845682,-0.749466,0.671073,0.705234,ULCER
-0.594967,-0.522291,-0.218718,-0.961412,-0.453815,-0.958386,-0.863489,0.581373,0.038216,ULCER
-0.898696,-0.847586,-0.310279,-0.916324,-0.606426,-0.945104,-0.798975,0.832884,0.467871,ULCER
-0.809403,-0.757699,-0.335826,-0.945507,-0.550201,-0.974955,-0.936233,0.628541,0.284619,ULCER
-0.878224,-0.842369,-0.358767,-0.962527,-0.518072,-0.98614,-0.936321,0.541631,0.264199,ULCER
-0.097606,-0.019463,-0.338148,-0.991836,-0.381526,-0.748213,-0.715009,0.725886,0.032086,ULCER
-0.82882,-0.779106,-0.28678,-0.959901,-0.542169,-0.972224,-0.891874,0.693625,0.421633,ULCER
-0.846848,-0.790741,-0.316269,-0.95927,-0.606426,-0.880371,-0.871763,0.777693,0.22381,ULCER
-0.726872,-0.681682,-0.230865,-0.968614,-0.606426,-0.810205,-0.800647,0.730787,0.231839,ULCER
-0.566568,-0.451781,-0.362202,-0.986403,-0.502008,-0.976914,-0.906705,0.504667,0.267451,ULCER
-0.477287,-0.41007,-0.246703,-0.974621,-0.502008,-0.572111,-0.728959,0.6671,0.030132,ULCER
-0.799027,-0.751697,-0.297453,-0.984784,-0.493976,-0.98685,-0.943451,0.076237,-0.71381,ULCER
-0.728909,-0.626403,-0.290555,-0.980469,-0.534137,-0.927404,-0.774551,0.609858,0.46286,ULCER
-0.951532,-0.923079,-0.43816,-0.826886,-0.678715,-0.992025,-0.930644,0.634859,0.238912,ULCER
-0.50463,-0.450417,-0.298825,-0.990217,-0.437751,-0.753279,-0.657227,0.820582,0.386293,ULCER
-0.682031,-0.590262,-0.288064,-0.957072,-0.461847,-0.980359,-0.910181,0.547721,0.246384,ULCER
-0.908721,-0.881252,-0.3651,-0.794285,-0.590361,-0.950066,-0.823443,0.678802,0.490471,ULCER
-0.671304,-0.624688,-0.291279,-0.982223,-0.485944,-0.824349,-0.866746,0.795902,0.293859,ULCER
-0.390891,-0.31853,-0.331185,-0.988155,-0.429719,-0.887511,-0.894426,0.38917,0.167359,ULCER
-0.314415,-0.198442,-0.249399,-0.995234,-0.51004,-0.870907,-0.821022,0.565717,-0.326687,ULCER
0.109598,0.287268,-0.36062,-0.942854,-0.421687,-0.854174,-0.276256,0.599129,0.571929,ULCER
-0.867,-0.826617,-0.310927,-0.837169,-0.542169,-0.986611,-0.905032,0.594342,0.002916,ULCER
-0.485257,-0.327403,-0.197859,-0.99272,-0.534137,-0.841102,-0.78036,0.809407,0.319617,ULCER
-0.877182,-0.834686,-0.407574,-0.902628,-0.590361,-0.974768,-0.924571,0.461356,0.030012,ULCER
-0.629006,-0.411844,-0.091078,-0.98428,-0.62249,-0.864417,-0.682795,0.62403,0.476237,ULCER
-0.421268,-0.240563,-0.182775,-0.989732,-0.542169,-0.845765,-0.480626,0.719334,0.197738,ULCER
-0.45669,-0.385449,-0.25106,-0.967427,-0.405622,-0.863996,-0.733888,0.721759,0.129834,ULCER
-0.629973,-0.521659,-0.307675,-0.973476,-0.502008,-0.981195,-0.930556,0.399885,0.055042,ULCER
-0.322072,-0.197611,-0.215386,-0.982599,-0.453815,-0.911936,-0.72425,0.673967,0.285553,ULCER
-0.199257,0.013291,-0.384913,-0.989764,-0.493976,-0.931098,-0.872335,0.50709,-0.190882,ULCER
-0.367325,-0.258088,-0.406319,-0.993778,-0.389558,-0.792463,-0.916078,0.527306,-0.145932,ULCER
-0.945299,-0.925918,-0.446731,-0.637248,-0.534137,-0.98624,-0.887781,0.668841,0.270712,ULCER
-0.374179,-0.225982,0.13903,-0.954874,-0.534137,-0.939029,-0.558123,0.741789,0.070636,ULCER
-0.090886,0.140534,-0.273881,-0.986686,-0.485944,-0.86828,-0.68416,0.558496,0.21449,ULCER
-0.343347,-0.194608,-0.152121,-0.973616,-0.518072,-0.839503,-0.800955,0.62442,0.168785,ULCER
-0.750807,-0.68771,-0.292677,-0.955703,-0.558233,-0.967395,-0.910049,0.581623,-0.169719,ULCER
-0.407573,-0.32981,-0.142582,-0.96321,-0.453815,-0.803927,-0.474553,0.815368,0.343,ULCER
0.328311,0.410225,-0.088987,-0.994329,-0.429719,-0.940229,-0.839021,0.705083,0.212222,NON_ULCER
0.184804,0.238283,0.010911,-0.995396,-0.437751,-0.945623,-0.884657,0.653566,0.38292,NON_ULCER
-0.130953,-0.081932,0.185523,-0.993827,-0.477912,-0.973091,-0.889102,0.652375,0.502546,NON_ULCER
-0.338695,-0.321447,0.306491,-0.994788,-0.502008,-0.987026,-0.955509,0.58712,0.429725,NON_ULCER
-0.486621,-0.462575,0.286057,-0.987295,-0.518072,-0.987375,-0.95366,0.563125,0.643885,NON_ULCER
-0.646725,-0.632684,0.293538,-0.959829,-0.574297,-0.991859,-0.958941,0.630686,0.204976,NON_ULCER
-0.531266,-0.539425,0.214075,-0.975705,-0.461847,-0.98655,-0.931789,0.605058,-0.076916,NON_ULCER
-0.343597,-0.350988,0.012241,-0.985663,-0.437751,-0.894217,-0.851915,0.817397,0.596556,NON_ULCER
-0.903955,-0.873718,-0.334754,-0.815105,-0.614458,-0.935893,-0.838493,0.597238,-0.130451,NON_ULCER
-0.69874,-0.662328,-0.105813,-0.982021,-0.542169,-0.922271,-0.820802,0.756344,0.023897,NON_ULCER
-0.36889,-0.341453,-0.169207,-0.956815,-0.405622,-0.428992,-0.818866,0.319155,-0.601892,NON_ULCER
0.152391,0.276774,-0.036676,-0.997692,-0.453815,-0.838219,-0.836029,0.57513,-0.233857,NON_ULCER
0.221129,0.357824,-0.036101,-0.998669,-0.453815,-0.991353,-0.91819,0.757637,0.25676,NON_ULCER
0.48327,0.539653,-0.141323,-0.997074,-0.39759,-0.92026,-0.813981,0.600643,0.08049,NON_ULCER
-0.413232,-0.374192,0.112159,-0.967671,-0.477912,-0.313907,-0.407926,0.002178,-0.384895,NON_ULCER
-0.66718,-0.653504,0.258877,-0.980531,-0.574297,-0.990658,-0.934033,0.725618,0.317663,NON_ULCER
0.095771,0.108581,0.147765,-0.991886,-0.437751,-0.906335,-0.834665,0.768638,0.323445,NON_ULCER
-0.48479,-0.484324,-0.028522,-0.973392,-0.445783,-0.938503,-0.866174,0.804538,0.401129,NON_ULCER
-0.237077,-0.290865,-0.044652,-0.989093,-0.39759,-0.856135,-0.890246,0.740617,0.337174,NON_ULCER
0.224666,0.316939,-0.002538,-0.996006,-0.437751,-0.972745,-0.849143,0.759377,0.495297,NON_ULCER
-0.54788,-0.580335,0.060262,-0.924583,-0.461847,-0.685856,-0.617533,0.821083,0.396456,NON_ULCER
-0.164826,-0.137157,0.249096,-0.994175,-0.46988,-0.962436,-0.844082,0.821598,0.51229,NON_ULCER
-0.294071,-0.311068,0.278304,-0.990349,-0.461847,-0.965491,-0.890378,0.684955,0.594894,NON_ULCER
-0.792972,-0.761658,-0.157206,-0.810062,-0.582329,-0.518534,-0.61542,0.592049,-0.023443,NON_ULCER
-0.726293,-0.697105,-0.223089,-0.95583,-0.477912,-0.841994,-0.786741,0.774261,-0.044597,NON_ULCER
0.181024,0.316752,-0.009953,-0.997224,-0.453815,-0.988864,-0.916474,0.667175,0.168618,NON_ULCER
0.214622,0.246045,0.077534,-0.993639,-0.421687,-0.91278,-0.754087,0.646836,0.235403,NON_ULCER
-0.236801,-0.280998,-0.075415,-0.945552,-0.389558,-0.750775,-0.770942,0.583381,-0.166383,NON_ULCER
0.148454,0.257077,-0.031849,-0.996394,-0.445783,-0.761989,-0.826215,0.584847,-0.047868,NON_ULCER
