@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R2-37,39-55,57-72,75-76,79-85,87,89-106,108-186'

@attribute color_bgr_b_mean numeric
@attribute color_lab_a_intensity1 numeric
@attribute color_luv_u_centroid numeric
@attribute color_norm_b_mean numeric
@attribute color_norm_g_mean numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_g_intensity1 numeric
@attribute color_norm_b_intensity2 numeric
@attribute haralick_bgr_r_contrast numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.128098,-0.587302,-0.666667,0.159347,0.808132,-0.991451,-0.998203,0.810526,-0.399209,-0.955803,ULCER
-0.527591,0.015873,-0.128205,-0.023748,0.406205,-0.943563,-0.963532,0.178947,-0.44664,-0.96972,ULCER
-0.513711,0.142857,-0.076923,-0.031709,0.343673,-0.970442,-0.98329,0.347368,-0.422925,-0.921457,ULCER
-0.366598,-0.68254,-0.692308,0.140792,0.845175,-0.996139,-0.995987,0.852632,-0.383399,-0.930904,ULCER
-0.833328,0.428571,0.102564,-0.419601,-0.15529,-0.911571,-0.941313,-0.2,-0.667984,-0.993232,ULCER
-0.699366,0.142857,0.025641,-0.223884,0.130684,-0.840165,-0.890381,0.052632,-0.565217,-0.757348,ULCER
-0.635331,0.015873,0.025641,-0.157476,0.184403,-0.864146,-0.895018,0.094737,-0.541502,-0.498375,ULCER
-0.60915,0.206349,0,-0.105278,0.228902,-0.953603,-0.969961,0.263158,-0.525692,-0.880466,ULCER
-0.695844,0.269841,0,-0.177239,0.160629,-0.884339,-0.939551,0.136842,-0.565217,-0.979075,ULCER
-0.756674,0.365079,0.051282,-0.296501,0.005032,-0.870071,-0.912936,-0.031579,-0.596838,-0.836829,ULCER
-0.607302,-0.587302,-0.666667,0.197183,0.797809,-0.977817,-0.995171,0.831579,-0.375494,-0.928974,ULCER
0.48017,-0.555556,-0.641026,0.238282,0.741625,-0.999324,-0.999949,0.747368,-0.351779,-0.972859,NON_ULCER
0.249546,-0.587302,-0.641026,0.182744,0.768731,-0.995502,-0.998019,0.768421,-0.367589,-0.986353,NON_ULCER
-0.020222,-0.619048,-0.538462,0.043703,0.828727,-0.996451,-0.995078,0.831579,-0.422925,-0.980036,NON_ULCER
-0.246523,-0.52381,-0.487179,-0.033371,0.8098,-0.994376,-0.996102,0.810526,-0.494071,-0.9115,NON_ULCER
-0.830684,-0.52381,-0.692308,0.441763,0.606505,-0.947391,-0.976057,0.557895,-0.233202,-0.910731,NON_ULCER
-0.26204,-0.492063,-0.487179,0.011715,0.787645,-0.998012,-0.99368,0.789474,-0.462451,-0.953115,NON_ULCER
-0.16931,-0.52381,-0.589744,0.149928,0.748902,-0.992013,-0.997721,0.768421,-0.391304,-0.989616,NON_ULCER
-0.248241,-0.396825,-0.589744,0.254961,0.655917,-0.977787,-0.996933,0.642105,-0.335968,-0.958198,NON_ULCER
-0.596133,-0.52381,-0.615385,0.075304,0.767234,-0.979046,-0.989179,0.789474,-0.391304,-0.972926,NON_ULCER
-0.765691,-0.460317,-0.589744,0.054825,0.651982,-0.954617,-0.989655,0.705263,-0.438735,-0.981364,NON_ULCER
0.34171,-0.396825,-0.641026,0.340882,0.643726,-0.99702,-0.999265,0.663158,-0.304348,-0.951091,NON_ULCER
-0.855893,-0.52381,-0.666667,0.350958,0.570301,-0.97782,-0.989822,0.557895,-0.280632,-0.993644,NON_ULCER
-0.043119,-0.619048,-0.564103,0.078365,0.817943,-0.987766,-0.992668,0.852632,-0.383399,-0.916293,NON_ULCER
0.606359,-0.555556,-0.692308,0.282644,0.736107,-0.998007,-0.998608,0.747368,-0.351779,-0.970997,NON_ULCER
0.500019,-0.269841,-0.512821,0.31477,0.615161,-0.998872,-0.999399,0.642105,-0.320158,-0.962597,NON_ULCER
-0.001522,-0.587302,-0.512821,0.033025,0.827697,-0.996103,-0.996838,0.831579,-0.470356,-0.971277,NON_ULCER
-0.002902,-0.460317,-0.641026,0.278136,0.683138,-0.99109,-0.996662,0.684211,-0.312253,-0.977953,NON_ULCER
0.656638,-0.333333,-0.615385,0.328569,0.648392,-0.997931,-0.999579,0.663158,-0.312253,-0.980423,NON_ULCER
0.558361,-0.619048,-0.717949,0.256726,0.761983,-0.998532,-0.999727,0.768421,-0.343874,-0.966668,NON_ULCER
0.36869,-0.206349,-0.435897,0.292923,0.594978,-0.999558,-0.999757,0.621053,-0.328063,-0.987781,NON_ULCER
0.473843,-0.52381,-0.666667,0.287867,0.712738,-0.991974,-0.998258,0.705263,-0.312253,-0.946311,NON_ULCER
-0.819076,-0.52381,-0.692308,0.447184,0.600222,-0.942567,-0.98568,0.515789,-0.280632,-0.943627,NON_ULCER
-0.235251,-0.238095,-0.512821,0.335741,0.51952,-0.988463,-0.997662,0.536842,-0.320158,-0.990988,NON_ULCER
-0.289063,-0.460317,-0.589744,0.338585,0.608528,-0.971663,-0.99357,0.6,-0.312253,-0.976511,NON_ULCER
0.048207,-0.492063,-0.615385,0.246219,0.698371,-0.985943,-0.995651,0.726316,-0.351779,-0.979362,NON_ULCER
-0.844974,-0.52381,-0.666667,0.291764,0.578485,-0.974899,-0.981256,0.473684,-0.422925,-0.989723,NON_ULCER
0.132523,-0.52381,-0.564103,0.193011,0.734479,-0.983693,-0.995148,0.768421,-0.407115,-0.9642,NON_ULCER
0.33107,-0.52381,-0.692308,0.287654,0.708805,-0.993542,-0.998475,0.705263,-0.312253,-0.941973,NON_ULCER
-0.102086,-0.333333,-0.589744,0.36027,0.562368,-0.98334,-0.997084,0.6,-0.296443,-0.980299,NON_ULCER
0.769252,-0.555556,-0.717949,0.322755,0.712708,-0.99648,-0.999725,0.726316,-0.312253,-0.957887,NON_ULCER
0.536232,-0.587302,-0.692308,0.28085,0.728262,-0.992866,-0.998106,0.747368,-0.320158,-0.978563,NON_ULCER
0.467615,-0.460317,-0.666667,0.337282,0.681757,-0.998223,-0.999617,0.705263,-0.304348,-0.936436,NON_ULCER
-0.128295,-0.333333,-0.487179,0.308516,0.494175,-0.964627,-0.985446,0.494737,-0.328063,-0.983879,NON_ULCER
0.446556,-0.238095,-0.512821,0.31245,0.615147,-0.997908,-0.999194,0.621053,-0.320158,-0.960871,NON_ULCER
0.436948,-0.365079,-0.615385,0.347909,0.649119,-0.998354,-0.999875,0.663158,-0.304348,-0.966795,NON_ULCER
0.626594,-0.333333,-0.615385,0.328994,0.652414,-0.998334,-0.999302,0.663158,-0.312253,-0.970565,NON_ULCER
0.372854,-0.555556,-0.641026,0.265545,0.715595,-0.988149,-0.998601,0.726316,-0.335968,-0.984897,NON_ULCER
0.293753,-0.301587,-0.564103,0.323389,0.624355,-0.997662,-0.999455,0.642105,-0.312253,-0.93098,NON_ULCER
0.309505,-0.333333,-0.615385,0.342551,0.625918,-0.992915,-0.998548,0.642105,-0.304348,-0.967297,NON_ULCER
-0.866707,-0.52381,-0.692308,0.40907,0.626442,-0.977768,-0.996797,0.557895,-0.272727,-0.984102,NON_ULCER
0.127027,-0.301587,-0.564103,0.331833,0.595068,-0.984298,-0.995605,0.621053,-0.312253,-0.980227,NON_ULCER
-0.046811,-0.206349,-0.512821,0.306898,0.553374,-0.982374,-0.995869,0.621053,-0.320158,-0.982725,NON_ULCER
0.180441,-0.269841,-0.538462,0.320404,0.600238,-0.994963,-0.999271,0.621053,-0.320158,-0.941025,NON_ULCER
-0.818372,-0.460317,-0.666667,0.292369,0.541995,-0.925172,-0.989334,0.431579,-0.288538,-0.981349,NON_ULCER
0.496084,-0.428571,-0.666667,0.341393,0.662503,-0.99809,-0.999416,0.684211,-0.304348,-0.945084,NON_ULCER
0.036491,-0.587302,-0.692308,0.310463,0.703824,-0.980046,-0.997472,0.705263,-0.312253,-0.980918,NON_ULCER
0.476489,-0.396825,-0.641026,0.341952,0.659892,-0.999359,-0.9994,0.684211,-0.304348,-0.965688,NON_ULCER
-0.131518,-0.492063,-0.641026,0.329102,0.66929,-0.981745,-0.998062,0.705263,-0.304348,-0.988158,NON_ULCER
-0.878136,-0.52381,-0.666667,0.383843,0.54256,-0.942913,-0.988427,0.536842,-0.320158,-0.990219,NON_ULCER
0.202509,-0.301587,-0.564103,0.324846,0.597241,-0.990166,-0.998558,0.6,-0.312253,-0.972869,NON_ULCER
0.434552,-0.396825,-0.641026,0.343825,0.643587,-0.995531,-0.998923,0.663158,-0.304348,-0.909722,NON_ULCER
0.649291,-0.52381,-0.692308,0.319637,0.709318,-0.996225,-0.999689,0.726316,-0.312253,-0.977367,NON_ULCER
-0.747346,-0.492063,-0.641026,0.22184,0.665513,-0.98139,-0.978972,0.684211,-0.375494,-0.979503,NON_ULCER
0.360161,-0.52381,-0.692308,0.321659,0.701195,-0.990846,-0.998545,0.705263,-0.304348,-0.97584,NON_ULCER
0.189258,-0.555556,-0.692308,0.287107,0.727992,-0.986347,-0.998432,0.726316,-0.320158,-0.986686,NON_ULCER
0.433867,-0.396825,-0.641026,0.341741,0.6627,-0.999062,-0.999816,0.684211,-0.304348,-0.967694,NON_ULCER
0.558747,-0.460317,-0.692308,0.334262,0.685827,-0.998309,-0.999766,0.705263,-0.312253,-0.97208,NON_ULCER
0.396544,-0.428571,-0.666667,0.356082,0.65116,-0.997088,-0.999201,0.663158,-0.296443,-0.911567,NON_ULCER
0.472752,-0.333333,-0.538462,0.320184,0.638026,-0.99784,-0.999574,0.663158,-0.312253,-0.958051,NON_ULCER
0.520271,-0.460317,-0.692308,0.352725,0.679317,-0.996299,-0.999295,0.684211,-0.296443,-0.933396,NON_ULCER
0.516014,-0.492063,-0.717949,0.343791,0.69761,-0.996141,-0.998984,0.705263,-0.304348,-0.957361,NON_ULCER
0.456912,-0.428571,-0.666667,0.349945,0.668391,-0.998864,-0.999745,0.684211,-0.304348,-0.952315,NON_ULCER
-0.345184,-0.555556,-0.692308,0.291563,0.723959,-0.996335,-0.996631,0.747368,-0.351779,-0.987962,NON_ULCER
-0.547832,-0.52381,-0.666667,0.292155,0.710212,-0.994866,-0.994408,0.726316,-0.304348,-0.986183,NON_ULCER
-0.903473,-0.52381,-0.666667,0.24963,0.584404,-0.989294,-0.98842,0.6,-0.359684,-0.994672,NON_ULCER
-0.892593,-0.52381,-0.666667,0.324794,0.575865,-0.989903,-0.99738,0.621053,-0.280632,-0.999708,NON_ULCER
0.408073,-0.396825,-0.615385,0.334269,0.657522,-0.998548,-0.999564,0.663158,-0.312253,-0.938878,NON_ULCER
0.485433,-0.460317,-0.692308,0.340482,0.67717,-0.998997,-0.999685,0.684211,-0.304348,-0.968395,NON_ULCER
-0.535017,-0.492063,-0.666667,0.409162,0.63809,-0.992772,-0.997017,0.663158,-0.280632,-0.941695,NON_ULCER
-0.83396,-0.52381,-0.666667,0.397002,0.553955,-0.993892,-0.998102,0.578947,-0.280632,-0.982998,NON_ULCER
0.45988,-0.365079,-0.564103,0.31897,0.646418,-0.998683,-0.999619,0.663158,-0.320158,-0.97712,NON_ULCER
-0.809094,-0.52381,-0.666667,0.418544,0.547837,-0.965963,-0.988787,0.557895,-0.280632,-0.932693,NON_ULCER
-0.848902,-0.587302,-0.666667,0.415156,0.570269,-0.952567,-0.979449,0.557895,-0.280632,-0.916943,NON_ULCER
0.443593,-0.428571,-0.641026,0.334338,0.660855,-0.997193,-0.999261,0.684211,-0.304348,-0.949971,NON_ULCER
-0.004074,0.492063,0.230769,0.111242,0.315605,-0.984026,-0.993652,0.347368,-0.41502,-0.978224,ULCER
-0.2374,0.555556,0.333333,0.041986,0.224901,-0.991512,-0.993669,0.263158,-0.454545,-0.978447,ULCER
-0.343892,0.650794,0.384615,0.022175,0.122002,-0.93992,-0.969954,0.094737,-0.407115,-0.947478,ULCER
-0.114213,0.52381,0.358974,0.0867,0.254175,-0.95601,-0.986087,0.305263,-0.43083,-0.884997,ULCER
-0.027203,0.460317,0.25641,0.103291,0.324086,-0.995242,-0.997284,0.347368,-0.41502,-0.97455,ULCER
-0.449088,0.619048,0.410256,-0.056853,0.089858,-0.985867,-0.992984,0.115789,-0.486166,-0.98408,ULCER
-0.249883,0.619048,0.358974,0.026045,0.205434,-0.980173,-0.990026,0.242105,-0.454545,-0.962624,ULCER
-0.017264,0.52381,0.282051,0.101964,0.320249,-0.979431,-0.990374,0.326316,-0.43083,-0.883797,ULCER
-0.486505,0.587302,0.333333,-0.054977,0.076632,-0.951463,-0.983283,0.136842,-0.501976,-0.963283,ULCER
-0.438468,0.555556,0.333333,-0.052145,0.136762,-0.983503,-0.987762,0.157895,-0.494071,-0.971991,ULCER
-0.131374,0.555556,0.333333,0.075517,0.265605,-0.994943,-0.998005,0.305263,-0.43083,-0.97238,ULCER
-0.292304,0.587302,0.384615,0.021397,0.169562,-0.984889,-0.993961,0.221053,-0.454545,-0.967472,ULCER
-0.504836,0.619048,0.384615,-0.084613,0.046126,-0.980454,-0.986143,0.052632,-0.509881,-0.975225,ULCER
-0.382578,0.650794,0.358974,-0.017046,0.107721,-0.947195,-0.973958,0.157895,-0.470356,-0.955559,ULCER
-0.277253,0.555556,0.307692,0.049501,0.196828,-0.990465,-0.995277,0.221053,-0.44664,-0.95453,ULCER
0.275885,0.396825,0.179487,0.239338,0.338057,-0.987928,-0.996183,0.347368,-0.351779,-0.990037,NON_ULCER
0.650733,-0.015873,-0.230769,0.241147,0.55991,-0.997515,-0.998916,0.578947,-0.351779,-0.943391,NON_ULCER
-0.227963,0.142857,-0.076923,0.11133,0.402257,-0.993668,-0.997582,0.431579,-0.41502,-0.97009,NON_ULCER
-0.039102,0.428571,0.128205,0.174179,0.30004,-0.998438,-0.999694,0.326316,-0.383399,-0.995363,NON_ULCER
0.048893,0.555556,0.25641,0.183299,0.256867,-0.997206,-0.998831,0.284211,-0.383399,-0.99416,NON_ULCER
0.119166,0.52381,0.153846,0.223969,0.284984,-0.999112,-0.999113,0.305263,-0.367589,-0.995159,NON_ULCER
0.335773,0.460317,0.102564,0.268281,0.354017,-0.990912,-0.99741,0.368421,-0.343874,-0.988369,NON_ULCER
-0.074773,0.333333,0.128205,0.162343,0.308405,-0.984949,-0.998558,0.305263,-0.383399,-0.973713,NON_ULCER
-0.061224,0.460317,0.153846,0.175906,0.276087,-0.997955,-0.999446,0.305263,-0.383399,-0.995179,NON_ULCER
-0.164369,0.206349,-0.025641,0.113102,0.405271,-0.998471,-0.999508,0.431579,-0.41502,-0.983159,NON_ULCER
0.819012,-0.111111,-0.410256,0.299949,0.587369,-0.993929,-0.998646,0.621053,-0.328063,-0.952334,NON_ULCER
0.174639,0.587302,0.230769,0.226459,0.28282,-0.990206,-0.996572,0.305263,-0.359684,-0.992645,NON_ULCER
0.526763,0.111111,-0.076923,0.266812,0.478212,-0.992505,-0.998305,0.515789,-0.343874,-0.976722,NON_ULCER
0.033902,0.460317,0.179487,0.178573,0.301653,-0.99801,-0.99956,0.326316,-0.383399,-0.993557,NON_ULCER
-0.026389,0.52381,0.282051,0.174053,0.25278,-0.980676,-0.995952,0.263158,-0.383399,-0.98946,NON_ULCER
-0.714336,-0.460317,-0.564103,-0.005733,0.701465,-0.981094,-0.978896,0.705263,-0.454545,-0.912979,ULCER
-0.457136,0.142857,-0.179487,-0.00105,0.482908,-0.884435,-0.977111,0.410526,-0.470356,-0.838011,ULCER
-0.159221,-0.492063,-0.512821,0.092524,0.747914,-0.982752,-0.992537,0.768421,-0.422925,-0.909456,ULCER
-0.179687,-0.52381,-0.435897,0.069158,0.72512,-0.961067,-0.992435,0.789474,-0.438735,-0.784026,ULCER
-0.149769,-0.301587,-0.307692,0.065036,0.617813,-0.965533,-0.993333,0.515789,-0.43083,-0.928522,ULCER
-0.426545,0.079365,-0.051282,-0.028593,0.424151,-0.968608,-0.983334,0.347368,-0.470356,-0.931796,ULCER
-0.620925,-0.365079,-0.512821,0.022687,0.647281,-0.983113,-0.971742,0.663158,-0.44664,-0.819712,ULCER
-0.31119,-0.142857,-0.102564,-0.01866,0.494661,-0.93496,-0.985394,0.452632,-0.470356,-0.906859,ULCER
-0.1543,0.079365,-0.076923,0.062112,0.512028,-0.976229,-0.993374,0.536842,-0.438735,-0.873316,ULCER
-0.72235,-0.333333,-0.512821,-0.007471,0.577112,-0.9593,-0.976342,0.621053,-0.422925,-0.871008,ULCER
-0.210324,-0.142857,-0.282051,0.065286,0.600987,-0.974367,-0.994737,0.642105,-0.41502,-0.951799,ULCER
-0.513132,-0.269841,-0.435897,0.052449,0.578855,-0.968858,-0.970544,0.6,-0.335968,-0.704867,ULCER
-0.619432,-0.269841,-0.487179,0.057461,0.557612,-0.964774,-0.969236,0.557895,-0.454545,-0.821087,ULCER
-0.523796,-0.333333,-0.307692,-0.08451,0.674325,-0.946364,-0.994752,0.726316,-0.509881,-0.86534,ULCER
-0.693006,-0.396825,-0.487179,-0.050878,0.624706,-0.962135,-0.975937,0.557895,-0.462451,-0.891106,ULCER
-0.401353,-0.333333,-0.487179,0.148584,0.614952,-0.99283,-0.986776,0.642105,-0.375494,-0.767091,ULCER
-0.249874,0.333333,0.128205,0.044691,0.348706,-0.986573,-0.987844,0.368421,-0.43083,-0.962339,ULCER
-0.654977,-0.365079,-0.410256,-0.147227,0.726504,-0.989941,-0.994859,0.747368,-0.525692,-0.97137,ULCER
-0.768593,-0.396825,-0.589744,0.001075,0.647966,-0.95699,-0.969768,0.684211,-0.43083,-0.896673,ULCER
-0.776661,-0.301587,-0.538462,-0.050953,0.4959,-0.969419,-0.973087,0.536842,-0.438735,-0.909021,ULCER
-0.787299,-0.428571,-0.615385,0.017481,0.693632,-0.953811,-0.977536,0.684211,-0.44664,-0.887041,ULCER
-0.74866,-0.492063,-0.564103,0.014223,0.707984,-0.977739,-0.972797,0.705263,-0.462451,-0.937341,ULCER
-0.742302,-0.396825,-0.564103,0.050301,0.587453,-0.95119,-0.971725,0.621053,-0.43083,-0.788784,ULCER
-0.73448,-0.174603,-0.461538,-0.077711,0.475045,-0.974229,-0.96587,0.473684,-0.478261,-0.934183,ULCER
-0.610793,-0.301587,-0.487179,0.080517,0.565263,-0.98286,-0.984604,0.6,-0.407115,-0.908315,ULCER
-0.478416,-0.301587,-0.487179,0.153826,0.583814,-0.984,-0.992773,0.621053,-0.383399,-0.967871,ULCER
-0.661618,-0.333333,-0.512821,0.047704,0.57853,-0.965312,-0.984564,0.621053,-0.351779,-0.892459,ULCER
-0.761827,-0.52381,-0.666667,0.149727,0.712358,-0.95225,-0.993819,0.726316,-0.399209,-0.960887,ULCER
-0.546431,-0.460317,-0.538462,0.084182,0.711584,-0.994413,-0.993163,0.726316,-0.41502,-0.908629,ULCER
-0.401135,-0.428571,-0.512821,0.032931,0.734017,-0.993628,-0.989303,0.747368,-0.44664,-0.846733,ULCER
-0.682615,-0.460317,-0.564103,0.018924,0.706783,-0.980824,-0.981424,0.726316,-0.41502,-0.918008,ULCER
-0.699641,-0.428571,-0.589744,0.013767,0.699447,-0.971366,-0.975403,0.557895,-0.478261,-0.952801,ULCER
-0.596182,-0.396825,-0.512821,0.011405,0.696022,-0.992062,-0.989174,0.705263,-0.44664,-0.91534,ULCER
-0.73432,-0.333333,-0.512821,-0.019309,0.577872,-0.988627,-0.989371,0.578947,-0.494071,-0.949853,ULCER
-0.729709,-0.396825,-0.564103,0.069458,0.570993,-0.980862,-0.98491,0.6,-0.422925,-0.951506,ULCER
-0.508266,-0.460317,-0.615385,0.239093,0.673836,-0.984991,-0.991986,0.684211,-0.351779,-0.638038,ULCER
-0.059363,-0.587302,-0.641026,0.225241,0.741923,-0.989329,-0.991437,0.768421,-0.343874,-0.681424,ULCER
-0.659762,-0.52381,-0.666667,0.249575,0.713519,-0.967574,-0.98522,0.684211,-0.296443,-0.841587,ULCER
-0.686265,-0.269841,-0.435897,-0.081819,0.583664,-0.97532,-0.995702,0.6,-0.509881,-0.958661,ULCER
-0.342159,-0.492063,-0.666667,0.352679,0.663522,-0.992881,-0.996968,0.684211,-0.304348,-0.699709,ULCER
-0.690818,-0.396825,-0.538462,-0.049364,0.698659,-0.990173,-0.977209,0.705263,-0.501976,-0.918838,ULCER
-0.785597,-0.396825,-0.564103,0.009302,0.586913,-0.979835,-0.978956,0.6,-0.422925,-0.965455,ULCER
-0.635268,-0.333333,-0.461538,-0.064646,0.674874,-0.986135,-0.971018,0.705263,-0.454545,-0.88264,ULCER
-0.750631,-0.333333,-0.487179,-0.108119,0.60137,-0.986753,-0.979935,0.621053,-0.509881,-0.912961,ULCER
-0.636138,-0.492063,-0.666667,0.334126,0.663464,-0.986963,-0.990986,0.684211,-0.288538,-0.893062,ULCER
-0.701161,-0.301587,-0.487179,-0.040808,0.568098,-0.981787,-0.959774,0.578947,-0.509881,-0.909925,ULCER
-0.510111,-0.492063,-0.589744,0.140143,0.717126,-0.9946,-0.995893,0.726316,-0.391304,-0.835386,ULCER
-0.797804,-0.52381,-0.666667,0.154452,0.736572,-0.968996,-0.978087,0.726316,-0.375494,-0.956778,ULCER
-0.726719,-0.52381,-0.666667,0.291658,0.687109,-0.977581,-0.989675,0.705263,-0.335968,-0.899923,ULCER
-0.7705,-0.333333,-0.461538,-0.12374,0.51985,-0.944183,-0.96583,0.515789,-0.525692,-0.854036,ULCER
-0.585917,-0.174603,-0.410256,-0.037336,0.588314,-0.985117,-0.961056,0.578947,-0.501976,-0.810919,ULCER
-0.701528,-0.492063,-0.641026,0.197761,0.686221,-0.981596,-0.985167,0.684211,-0.375494,-0.863298,ULCER
-0.256175,-0.428571,-0.538462,0.141974,0.70349,-0.972705,-0.985266,0.684211,-0.359684,-0.682924,ULCER
-0.782856,-0.460317,-0.641026,0.121462,0.646916,-0.951827,-0.941408,0.536842,-0.375494,-0.975703,ULCER
-0.805044,-0.52381,-0.666667,0.076233,0.726064,-0.959624,-0.971757,0.705263,-0.375494,-0.965578,ULCER
-0.701225,-0.396825,-0.564103,0.010978,0.637049,-0.929763,-0.942909,0.642105,-0.478261,-0.911091,ULCER
-0.755713,-0.365079,-0.589744,0.081031,0.565935,-0.972666,-0.982806,0.557895,-0.41502,-0.96255,NON_ULCER
-0.669343,-0.301587,-0.410256,-0.002523,0.525322,-0.97621,-0.971145,0.536842,-0.494071,-0.966798,NON_ULCER
-0.107162,-0.079365,-0.358974,0.211358,0.522106,-0.993045,-0.995555,0.536842,-0.367589,-0.800721,NON_ULCER
-0.803255,-0.428571,-0.641026,0.109667,0.630764,-0.957446,-0.957061,0.642105,-0.422925,-0.977345,NON_ULCER
-0.217225,-0.047619,-0.25641,0.147235,0.499396,-0.996947,-0.996948,0.515789,-0.407115,-0.921406,NON_ULCER
-0.202938,-0.015873,-0.205128,0.110898,0.508665,-0.996486,-0.997062,0.536842,-0.41502,-0.955972,NON_ULCER
-0.730006,-0.365079,-0.538462,0.077597,0.561781,-0.987452,-0.964536,0.578947,-0.494071,-0.970911,NON_ULCER
-0.041255,-0.111111,-0.282051,0.108296,0.605468,-0.991289,-0.997391,0.621053,-0.41502,-0.961602,NON_ULCER
-0.146317,-0.047619,-0.205128,0.121043,0.531797,-0.998877,-0.999081,0.557895,-0.407115,-0.970766,NON_ULCER
-0.065918,-0.111111,-0.230769,0.101985,0.570176,-0.993595,-0.998878,0.578947,-0.422925,-0.976857,NON_ULCER
-0.829302,-0.428571,-0.615385,0.011076,0.627568,-0.968696,-0.97676,0.621053,-0.509881,-0.987561,NON_ULCER
-0.488862,-0.111111,-0.230769,-0.018323,0.498166,-0.972603,-0.990923,0.536842,-0.517787,-0.898594,NON_ULCER
0.060259,-0.301587,-0.333333,0.120367,0.658622,-0.996364,-0.99892,0.684211,-0.41502,-0.95967,NON_ULCER
-0.36531,-0.111111,-0.230769,0.028043,0.531526,-0.989756,-0.995265,0.536842,-0.454545,-0.954176,NON_ULCER
-0.682669,-0.142857,-0.358974,-0.115233,0.513995,-0.992234,-0.994526,0.536842,-0.525692,-0.976484,NON_ULCER
-0.245789,-0.015873,-0.128205,0.033785,0.521555,-0.992397,-0.997577,0.536842,-0.438735,-0.945602,NON_ULCER
-0.616315,-0.079365,-0.25641,-0.089258,0.475567,-0.991105,-0.993172,0.494737,-0.517787,-0.962002,NON_ULCER
-0.379834,0.047619,-0.128205,0.006152,0.454574,-0.985495,-0.989803,0.473684,-0.462451,-0.977016,NON_ULCER
-0.139658,-0.047619,-0.205128,0.103427,0.54007,-0.998139,-0.999274,0.557895,-0.41502,-0.958155,NON_ULCER
-0.174066,0.047619,-0.102564,0.105435,0.484663,-0.959611,-0.990788,0.473684,-0.367589,-0.962762,NON_ULCER
-0.735846,-0.301587,-0.410256,-0.096115,0.539116,-0.980999,-0.992729,0.536842,-0.509881,-0.982837,NON_ULCER
-0.072343,-0.111111,-0.179487,0.095953,0.568871,-0.99654,-0.999434,0.578947,-0.422925,-0.970766,NON_ULCER
-0.351254,-0.111111,-0.25641,0.036686,0.552262,-0.994204,-0.994597,0.578947,-0.454545,-0.939192,NON_ULCER
-0.728216,-0.047619,-0.25641,-0.210633,0.412924,-0.9698,-0.979885,0.452632,-0.596838,-0.919536,NON_ULCER
-0.128598,-0.142857,-0.25641,0.101739,0.579748,-0.994316,-0.998849,0.6,-0.41502,-0.960729,NON_ULCER
0.046763,-0.269841,-0.333333,0.107559,0.65562,-0.996475,-0.99948,0.684211,-0.41502,-0.969397,NON_ULCER
-0.18998,-0.079365,-0.179487,0.058581,0.549049,-0.994152,-0.998145,0.578947,-0.438735,-0.95902,NON_ULCER
-0.760994,-0.174603,-0.461538,-0.106975,0.498951,-0.983531,-0.98789,0.494737,-0.509881,-0.98055,NON_ULCER
-0.06061,-0.111111,-0.25641,0.108771,0.603402,-0.99463,-0.99838,0.621053,-0.41502,-0.982113,NON_ULCER
-0.027279,-0.174603,-0.25641,0.097244,0.610093,-0.997217,-0.999329,0.621053,-0.422925,-0.98077,NON_ULCER
-0.302949,-0.015873,-0.205128,0.07182,0.495866,-0.99272,-0.995198,0.515789,-0.41502,-0.963631,NON_ULCER
-0.51712,-0.111111,-0.25641,-0.049865,0.526341,-0.996264,-0.995924,0.557895,-0.494071,-0.965141,NON_ULCER
-0.647686,-0.111111,-0.307692,-0.106196,0.489363,-0.99441,-0.998088,0.494737,-0.517787,-0.980342,NON_ULCER
0.012122,-0.301587,-0.358974,0.121994,0.649692,-0.995794,-0.99889,0.663158,-0.407115,-0.969601,NON_ULCER
-0.035203,-0.079365,-0.230769,0.153993,0.538739,-0.995437,-0.998069,0.557895,-0.407115,-0.884678,NON_ULCER
-0.103585,-0.206349,-0.282051,0.076152,0.62338,-0.994249,-0.996086,0.642105,-0.399209,-0.95236,NON_ULCER
-0.46062,-0.079365,-0.205128,-0.03907,0.535162,-0.990978,-0.991039,0.536842,-0.478261,-0.901697,NON_ULCER
-0.415103,-0.079365,-0.128205,-0.061371,0.538109,-0.991732,-0.994806,0.557895,-0.494071,-0.944372,NON_ULCER
0.056322,-0.142857,-0.230769,0.149691,0.57148,-0.992171,-0.998748,0.6,-0.407115,-0.945089,NON_ULCER
0.070117,-0.238095,-0.333333,0.129604,0.640218,-0.998574,-0.999356,0.663158,-0.407115,-0.970635,NON_ULCER
-0.16383,-0.142857,-0.230769,0.064619,0.589612,-0.993198,-0.99798,0.621053,-0.438735,-0.965592,NON_ULCER
-0.010996,-0.174603,-0.282051,0.110126,0.623374,-0.997246,-0.998859,0.642105,-0.41502,-0.968629,NON_ULCER
-0.322433,-0.174603,-0.230769,-0.000185,0.600384,-0.988916,-0.99495,0.6,-0.44664,-0.960624,NON_ULCER
-0.238571,-0.142857,-0.282051,0.060312,0.59095,-0.994229,-0.995548,0.6,-0.43083,-0.966222,NON_ULCER
-0.223375,-0.079365,-0.230769,0.101456,0.52842,-0.994105,-0.997271,0.557895,-0.407115,-0.917399,NON_ULCER
